timestamp_s,left_knee_ohms,right_knee_ohms
43.645,,13.75
43.655,,13.71
43.641,10.3,
43.651,10.28,
43.661,10.32,
43.671,10.32,
43.681,10.26,
43.691,9.96,
43.701,9.71,
43.711,9.51,
43.823,,15.96
43.833,,15.94
43.843,,15.88
43.853,,15.84
43.863,,15.73
43.873,,15.57
43.883,,15.45
43.893,,15.35
43.882,8.45,
43.892,8.67,
43.902,8.82,
43.912,9.03,
43.922,9.23,
43.932,9.42,
43.942,9.61,
43.952,9.74,
44.064,,14.14
44.074,,13.95
44.084,,13.83
44.094,,13.75
44.104,,13.68
44.114,,13.64
44.124,,13.62
44.134,,13.62
44.122,10.09,
44.132,10.06,
44.142,10.03,
44.152,9.99,
44.162,9.99,
44.172,9.94,
44.182,9.93,
44.192,9.88,
44.305,,15.88
44.315,,15.75
44.325,,15.75
44.335,,15.69
44.345,,15.81
44.355,,15.84
44.365,,15.84
44.375,,15.63
44.365,10.13,15.84
44.375,10.06,15.63
44.385,10.03,
44.395,10.21,
44.405,10.25,
44.415,10.13,
44.425,10.13,
44.435,10.11,
44.542,,17.72
44.552,,17.72
44.562,,18.0
44.572,,18.29
44.582,,18.4
44.592,,18.76
44.602,,18.98
44.612,,19.32
44.604,11.2,
44.614,11.11,
44.624,11.2,
44.634,11.82,
44.644,12.06,
44.654,12.53,
44.664,13.03,
44.674,13.81,
44.783,,21.71
44.793,,21.96
44.803,,22.94
44.813,,23.04
44.823,,23.27
44.833,,23.45
44.843,,23.45
44.853,,23.29
44.843,17.52,23.45
44.853,17.82,23.29
44.863,17.76,
44.873,17.33,
44.883,17.41,
44.893,17.2,
44.903,17.22,
44.913,17.46,
45.023,,24.02
45.033,,23.99
45.043,,24.07
45.053,,24.26
45.063,,24.42
45.073,,24.47
45.083,,24.44
45.093,,24.44
45.083,23.42,24.44
45.093,23.32,24.44
45.103,23.11,
45.113,23.09,
45.123,22.96,
45.133,22.43,
45.143,21.06,
45.153,20.27,
45.265,,19.64
45.275,,19.25
45.285,,18.8
45.295,,18.6
45.305,,18.24
45.315,,17.72
45.325,,17.48
45.335,,17.41
45.324,12.62,
45.334,12.53,
45.344,12.31,
45.354,12.33,
45.364,12.24,
45.374,12.06,
45.384,12.18,
45.394,12.0,
45.511,,15.31
45.521,,15.33
45.531,,15.31
45.541,,15.23
45.551,,15.29
45.561,,15.25
45.571,,15.23
45.581,,15.29
45.587,11.15,
45.597,11.06,
45.607,10.99,
45.617,11.11,
45.627,11.2,
45.637,11.09,
45.647,11.2,
45.657,11.22,
45.744,,15.63
45.754,,15.65
45.764,,15.69
45.774,,15.61
45.784,,15.47
45.794,,15.39
45.804,,15.37
45.814,,15.35
45.803,10.94,
45.813,11.01,
45.823,11.09,
45.833,11.15,
45.843,11.23,
45.853,11.38,
45.863,11.43,
45.873,11.36,
45.983,,14.71
45.993,,14.81
46.003,,14.91
46.013,,15.03
46.023,,15.01
46.033,,15.23
46.043,,15.37
46.053,,15.55
46.043,11.52,15.37
46.053,11.52,15.55
46.063,11.5,
46.073,11.54,
46.083,11.45,
46.093,11.41,
46.103,11.39,
46.113,11.31,
46.222,,15.81
46.232,,15.81
46.242,,15.9
46.252,,16.0
46.262,,16.19
46.272,,16.35
46.282,,16.33
46.292,,16.44
46.282,13.24,16.33
46.292,13.68,16.44
46.302,13.83,
46.312,14.39,
46.322,14.53,
46.332,14.87,
46.342,15.27,
46.352,15.81,
46.525,,17.8
46.535,,17.69
46.545,,17.65
46.555,,17.63
46.565,,17.59
46.575,,17.59
46.585,,17.61
46.595,,17.48
46.581,12.13,
46.591,12.09,
46.601,11.93,
46.611,11.64,
46.621,11.73,
46.631,11.68,
46.641,11.5,
46.651,11.32,
46.761,,15.45
46.771,,15.33
46.781,,15.25
46.791,,15.27
46.801,,15.33
46.811,,15.25
46.821,,15.09
46.831,,14.95
46.821,10.26,15.09
46.831,10.2,14.95
46.841,10.18,
46.851,10.09,
46.861,10.18,
46.871,10.11,
46.881,10.2,
46.891,10.16,
47.007,,14.35
47.017,,14.37
47.027,,14.37
47.037,,14.33
47.047,,14.41
47.057,,14.45
47.067,,14.45
47.077,,14.45
47.061,10.4,
47.071,10.4,
47.081,10.32,
47.091,10.23,
47.101,10.09,
47.111,9.99,
47.121,9.91,
47.131,9.81,
47.242,,14.49
47.252,,14.55
47.262,,14.63
47.272,,14.71
47.282,,14.83
47.292,,14.89
47.302,,14.95
47.312,,14.97
47.302,10.66,14.95
47.312,10.71,14.97
47.322,10.71,
47.332,10.75,
47.342,10.69,
47.352,10.73,
47.362,10.88,
47.372,10.83,
47.542,10.85,
47.552,10.81,
47.562,10.59,
47.572,10.4,
47.582,10.35,
47.592,10.33,
47.602,10.37,
47.612,10.37,
47.603,,16.79
47.613,,17.13
47.623,,17.61
47.633,,17.61
47.643,,18.67
47.653,,17.93
47.663,,17.72
47.673,,17.69
