timestamp_s,left_knee_ohms,right_knee_ohms
68.128,13.05,
68.138,13.03,
68.148,13.0,
68.158,13.0,
68.147,,17.56
68.157,,17.59
68.167,,17.54
68.177,,17.52
68.187,,17.61
68.197,,17.56
68.207,,17.56
68.217,,17.56
68.328,12.88,
68.338,12.9,
68.348,12.92,
68.358,12.88,
68.368,12.86,
68.378,12.88,
68.388,12.9,
68.398,12.9,
68.387,,17.48
68.397,,17.5
68.407,,17.43
68.417,,17.41
68.427,,17.41
68.437,,17.43
68.447,,17.39
68.457,,17.37
68.569,12.9,
68.579,12.88,
68.589,12.86,
68.599,12.88,
68.609,12.86,
68.619,12.85,
68.629,12.83,
68.639,12.85,
68.627,,17.37
68.637,,17.35
68.647,,17.33
68.657,,17.35
68.667,,17.37
68.677,,17.37
68.687,,17.37
68.697,,17.35
68.807,12.72,
68.817,12.77,
68.827,12.7,
68.837,12.73,
68.847,12.72,
68.857,12.73,
68.867,12.72,
68.877,12.73,
68.867,12.72,17.24
68.877,12.73,17.26
68.887,,17.24
68.897,,17.26
68.907,,17.22
68.917,,17.24
68.927,,17.26
68.937,,17.24
69.107,,17.2
69.117,,17.22
69.127,,17.18
69.137,,17.18
69.147,,17.18
69.157,,17.13
69.167,,17.15
69.177,,17.18
69.166,12.62,
69.176,12.59,
69.186,12.62,
69.196,12.61,
69.206,12.61,
69.216,12.59,
69.226,12.59,
69.236,12.57,
69.346,,17.13
69.356,,17.11
69.366,,17.09
69.376,,17.05
69.386,,17.03
69.396,,17.05
69.406,,17.03
69.416,,17.07
69.406,12.53,17.03
69.416,12.55,17.07
69.426,12.53,
69.436,12.55,
69.446,12.57,
69.456,12.59,
69.466,12.57,
69.476,12.57,
69.588,,16.96
69.598,,16.94
69.608,,16.9
69.618,,16.94
69.628,,16.88
69.638,,16.9
69.648,,16.92
69.658,,16.92
69.647,12.53,
69.657,12.51,
69.667,12.53,
69.677,12.51,
69.687,12.46,
69.697,12.49,
69.707,12.49,
69.717,12.46,
69.949,12.48,
69.959,12.48,
69.969,12.48,
69.979,12.49,
69.989,12.49,
69.999,12.51,
70.009,12.48,
70.019,12.51,
70.009,12.48,16.9
70.019,12.51,16.9
70.029,,16.92
70.039,,16.94
70.049,,16.98
70.059,,16.96
70.069,,16.92
70.079,,16.96
70.186,12.44,
70.196,12.48,
70.206,12.48,
70.216,12.48,
70.226,12.49,
70.236,12.49,
70.246,12.46,
70.256,12.49,
70.246,12.46,16.94
70.256,12.49,16.9
70.266,,16.9
70.276,,16.9
70.286,,16.9
70.296,,16.86
70.306,,16.86
70.316,,16.88
70.549,,16.92
70.559,,16.88
70.569,,16.86
70.579,,16.88
70.589,,16.92
70.599,,16.96
70.609,,16.98
70.619,,17.01
70.606,12.42,
70.616,12.46,
70.626,12.46,
70.636,12.46,
70.646,12.4,
70.656,12.4,
70.666,12.44,
70.676,12.44,
70.787,,16.96
70.797,,17.01
70.807,,16.94
70.817,,16.96
70.827,,16.96
70.837,,16.94
70.847,,16.92
70.857,,16.9
70.847,12.37,16.92
70.857,12.4,16.9
70.867,12.37,
70.877,12.37,
70.887,12.37,
70.897,12.38,
70.907,12.38,
70.917,12.4,
71.028,,16.84
71.038,,16.84
71.048,,16.81
71.058,,16.84
71.068,,16.79
71.078,,16.86
71.088,,16.81
71.098,,16.84
71.27,,16.69
71.28,,16.69
71.29,,16.67
71.3,,16.69
71.31,,16.69
71.32,,16.69
71.33,,16.67
71.34,,16.67
71.45,12.35,
71.46,12.29,
71.47,12.29,
71.48,12.27,
71.49,12.27,
71.5,12.29,
71.51,12.31,
71.52,12.29,
71.626,,16.62
71.636,,16.62
71.646,,16.58
71.656,,16.6
71.666,,16.62
71.676,,16.62
71.686,,16.67
71.696,,16.67
71.687,12.24,
71.697,12.26,
71.707,12.27,
71.717,12.26,
71.727,12.24,
71.737,12.26,
71.747,12.24,
71.757,12.24,
71.868,,16.75
71.878,,16.77
71.888,,16.81
71.898,,16.9
71.908,,16.88
71.918,,16.9
71.928,,16.88
71.938,,16.86
72.108,12.22,
72.118,12.26,
72.128,12.24,
72.138,12.24,
72.148,12.24,
72.158,12.22,
72.168,12.2,
72.178,12.2,
72.167,,16.88
72.177,,16.9
72.187,,16.94
72.197,,16.96
72.207,,17.01
72.217,,17.05
72.227,,17.13
72.237,,17.18
72.406,,20.34
72.416,,20.37
72.426,,20.56
72.436,,20.63
72.446,,20.82
72.456,,20.94
72.466,,21.11
72.476,,21.42
72.466,12.48,21.11
72.476,12.42,21.42
72.486,12.42,
72.496,12.42,
72.506,12.46,
72.516,12.49,
72.526,12.49,
72.536,12.48,
72.648,,22.86
72.658,,22.86
72.668,,22.66
72.678,,22.83
72.688,,23.01
72.698,,23.14
72.708,,23.11
72.718,,23.27
72.707,12.85,
72.717,12.9,
72.727,12.96,
72.737,13.16,
72.747,13.2,
72.757,13.39,
72.767,13.54,
72.777,13.64,
72.885,,23.22
72.895,,23.11
72.905,,23.06
72.915,,23.22
72.925,,23.01
72.935,,23.09
72.945,,22.89
72.955,,22.99
72.949,17.26,
72.959,17.09,
72.969,16.98,
72.979,16.94,
72.989,16.81,
72.999,16.79,
73.009,16.75,
73.019,16.81,
73.127,,20.79
73.137,,20.67
73.147,,20.6
73.157,,20.58
73.167,,20.53
73.177,,20.53
73.187,,20.48
73.197,,20.41
73.186,16.54,
73.196,16.6,
73.206,16.52,
73.216,16.35,
73.226,16.25,
73.236,16.27,
73.246,16.25,
73.256,16.21,
73.428,,19.78
73.438,,19.76
73.448,,19.76
73.458,,19.76
73.468,,19.69
73.478,,19.71
73.488,,19.74
73.498,,19.78
73.487,14.63,
73.497,14.61,
73.507,14.55,
73.517,14.53,
73.527,14.53,
73.537,14.53,
73.547,14.49,
73.557,14.47,
73.667,,20.6
73.677,,20.53
73.687,,20.51
73.697,,20.56
73.707,,20.65
73.717,,20.65
73.727,,20.77
73.737,,20.82
73.728,14.37,
73.738,14.35,
73.748,14.35,
73.758,14.35,
73.768,14.35,
73.778,14.31,
73.788,14.28,
73.798,14.28,
73.908,,20.13
73.918,,20.06
